Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
01/09/2009 15:24;Product1;1200;Mastercard;alex ;Farmingtn Hls               ;MI;United States;01/09/2009 13:59;1/29/09 8:05;4.246.444;-8.337.639
1/23/09 15:33;Product1;1200;Mastercard;T;Brooklyn                    ;NY;United States;1/23/09 14:18;1/29/09 11:02;40.65;#FIELD!
1/29/09 12:28;Product1;1200;Mastercard;Alva and Martin;Great Falls                 ;VA;United States;5/21/07 14:57;1/29/09 12:31;3.899.806;-7.728.861
1/13/09 11:31;Product1;1200;Visa;Anett;Gosport;England;United Kingdom;01/09/2009 11:30;1/29/09 12:48;50.8;-11.333.333
1/29/09 10:09;Product2;3600;Mastercard;Jacqui;Scottsdale                  ;AZ;United States;1/29/09 9:59;1/29/09 12:58;3.350.917;-11.189.833
1/29/09 15:08;Product1;1200;Visa;KERRY;Sunnyvale                   ;CA;United States;1/29/09 14:04;1/29/09 14:04;3.736.889;-12.203.528
01/04/2009 05:12;Product1;1200;Visa;DeeDee;Songnae-dong;Soul-t'ukpyolsi;South Korea;12/30/08 8:40;1/29/09 16:41;375.333.333;1.271.166.667
1/22/09 22:16;Product2;3600;Mastercard;leanne;Clyde Hill                  ;WA;United States;1/17/09 23:28;1/29/09 16:51;4.761.056;-12.219.944
01/05/2009 19:26;Product1;1200;Visa;katie;Ruschlikon;Zurich;Switzerland;01/05/2009 19:14;1/30/09 1:06;47.3;8.55
01/11/2009 12:22;Product1;1200;Visa;Marina;Minneapolis                 ;MN;United States;01/11/2009 07:18;1/30/09 2:10;44.98;-9.326.361
01/02/2009 09:31;Product1;1200;Visa;camilla;Chicago                     ;IL;United States;01/02/2009 09:09;1/30/09 5:35;41.85;#FIELD!
01/05/2009 11:21;Product1;1200;Visa;pirunkit;Petworth;England;United Kingdom;01/05/2009 05:46;1/30/09 5:54;509.833.333;#FIELD!
1/17/09 9:49;Product1;1200;Diners;Kathrin;Abu Dhabi;Abu Zaby;United Arab Emirates;2/27/08 20:02;1/30/09 8:45;244.666.667;543.666.667
1/28/09 1:38;Product1;1200;Mastercard;Kate;Stockholm;Stockholm;Sweden;4/16/07 12:58;1/30/09 9:18;593.333.333;18.05
1/19/09 10:32;Product1;1200;Mastercard;Maie;Queen Creek                 ;AZ;United States;01/06/2009 17:57;1/30/09 10:41;3.324.861;-11.163.361
1/26/09 12:05;Product1;1250;Mastercard;verena;Queen Creek                 ;AZ;United States;01/06/2009 17:57;1/30/09 10:41;3.324.861;-11.163.361
01/07/2009 18:53;Product1;1200;Visa;Marie-Christine;Durham                      ;NC;United States;12/29/08 9:59;1/30/09 10:46;3.599.389;-7.889.889
1/26/09 11:38;Product1;1200;Mastercard;Gabriella;Austin                      ;TX;United States;1/26/09 7:16;1/30/09 13:15;3.026.694;-9.774.278
01/08/2009 13:19;Product1;1200;Mastercard;valerie et nicolas;Glenn Dale                  ;MD;United States;01/08/2009 05:31;1/30/09 17:40;389.875;-7.682.083
01/11/2009 14:56;Product1;1200;Visa;Nicole;Aardal;Sogn og Fjordane;Norway;01/05/2009 05:51;1/31/09 4:21;61.55;6.35
1/30/09 20:36;Product1;1200;Visa;Renee;Edinburg                    ;TX;United States;1/30/09 20:05;1/31/09 4:47;2.630.139;-9.816.306
01/01/2009 08:09;Product1;1200;Mastercard;Nicole;South Melbourne;Victoria;Australia;12/30/08 0:55;1/31/09 5:40;-378.333.333;1.449.666.667
1/17/09 11:09;Product1;1200;Mastercard;Joachim;Fortaleza;Ceara;Brazil;1/17/09 10:46;1/31/09 6:42;-37.166.667;#FIELD!
1/31/09 7:22;Product1;1200;Visa;Monica ;Weston                      ;CT;United States;2/29/08 17:34;1/31/09 6:43;4.120.083;-7.338.111
1/31/09 9:12;Product1;1200;Visa;Nanci;Reading;England;United Kingdom;8/28/08 10:22;1/31/09 9:08;514.333.333;-1
1/31/09 8:56;Product1;1200;Mastercard;Laura;Coconut Grove               ;FL;United States;1/31/09 8:03;1/31/09 9:22;2.571.222;-8.025.722
1/31/09 9:00;Product1;1200;Visa;ciara and mike;London;England;United Kingdom;1/31/09 8:32;1/31/09 10:07;5.151.334;#FIELD!
01/11/2009 14:07;Product1;1200;Visa;Sarah;San Francisco               ;CA;United States;01/11/2009 13:08;1/31/09 10:20;37.775;-12.241.833
01/01/2009 12:25;Product2;3600;Mastercard;Anne-line;Zug;Zug;Switzerland;3/29/05 23:14;1/31/09 10:58;471.666.667;85.166.667
1/31/09 11:14;Product2;3600;Mastercard;Ulrika;Scottsdale                  ;AZ;United States;1/31/09 11:10;1/31/09 11:10;3.350.917;-11.189.833
01/02/2009 09:57;Product1;1200;Amex;leigh;Potomac Falls               ;VA;United States;2/20/05 17:20;1/31/09 11:24;39.05;-7.740.111
01/04/2009 13:20;Product1;1200;Mastercard;Nuria;Superior                    ;CO;United States;01/04/2009 12:08;1/31/09 13:17;3.997.778;-10.513.139
1/22/09 12:32;Product1;1200;Mastercard;Tejal;London;England;United Kingdom;01/02/2008 09:51;1/31/09 14:43;5.152.721;0.14559
1/18/09 6:09;Product1;1200;Mastercard;Ignacio;Engleside                   ;VA;United States;5/21/07 18:56;1/31/09 15:33;3.880.472;-7.704.722
01/08/2009 00:04;Product1;1200;Visa;ZOE;New Plymouth City;Taranaki;New Zealand;01/07/2009 23:34;1/31/09 17:47;-390.666.667;1.740.833.333
1/24/09 7:14;Product1;1200;Mastercard;nihan;Roanoke                     ;VA;United States;03/02/2008 07:35;1/31/09 19:18;3.720.556;-8.003.778
1/24/09 11:05;Product1;1200;Visa;alan;Norcross                    ;GA;United States;7/30/07 15:16;1/31/09 19:31;3.394.111;-8.421.361
01/06/2009 15:12;Product1;1200;Amex;lydia;Sandy Plains                ;GA;United States;9/23/06 8:42;1/31/09 20:48;3.402.306;-8.436.167
1/24/09 17:06;Product1;1200;Visa;Tracey;Saint Catharines;Ontario;Canada;1/24/09 15:51;1/31/09 21:10;431.666.667;-792.333.333
01/03/2009 09:58;Product1;1200;Visa;Anja;Gainesville                 ;VA;United States;10/19/08 8:27;1/31/09 22:19;3.879.556;-7.761.417
01/09/2009 16:35;Product1;1200;Diners;Jennifer;Nordstrand;Oslo;Norway;12/29/05 9:26;02/01/2009 04:18;598.608.333;107.905.556
01/12/2009 14:50;Product1;1200;Visa;Holly;Arlington                   ;MA;United States;01/12/2009 09:54;02/01/2009 07:36;4.241.528;-7.115.694
01/07/2009 13:49;Product1;1200;Diners;megan;West Hills                  ;CA;United States;01/07/2009 12:36;02/01/2009 08:20;3.420.111;-11.859.722
01/09/2009 19:41;Product1;1200;Mastercard;Tarah;San Jose                    ;CA;United States;01/05/2009 18:02;02/01/2009 09:18;3.733.944;-12.189.389
1/26/09 4:53;Product1;1200;Visa;Gerardo;London;England;United Kingdom;1/26/09 4:12;02/01/2009 09:48;5.152.721;0.14559
1/23/09 21:41;Product1;1200;Visa;Joanne;Oak Park                    ;MI;United States;12/26/08 11:00;02/01/2009 09:51;4.245.944;-8.318.278
01/06/2009 16:07;Product1;1200;Visa;Margaret;Terrell Hills               ;TX;United States;12/21/08 12:21;02/01/2009 10:06;2.942.389;-9.849.333
01/10/2009 07:55;Product1;1200;Visa;Laura;Jumeira;Dubayy;United Arab Emirates;01/07/2009 09:47;02/01/2009 10:18;252.097.222;552.477.778
1/28/09 20:44;Product1;1200;Visa;Whitney;Falmouth                    ;VA;United States;1/28/09 19:36;02/01/2009 11:33;3.832.389;-7.746.861
01/09/2009 03:38;Product1;1200;Visa;Ravinder;Lurgan;Northern Ireland;United Kingdom;06/03/2008 04:22;02/01/2009 11:53;544.666.667;-63.333.333
1/19/09 8:52;Product1;1200;Visa;Pam;Richmond                    ;TX;United States;01/06/2009 15:24;02/01/2009 11:53;2.958.194;-9.576.056
1/15/09 7:26;Product1;1200;Mastercard;Celina;Den Haag;Zuid-Holland;Netherlands;1/14/09 0:00;02/01/2009 13:17;520.833.333;4.3
1/30/09 19:12;Product1;1200;Diners;Heather;Ooltewah                    ;TN;United States;1/30/09 18:54;02/01/2009 13:51;35.075;-8.506.222
01/05/2009 12:41;Product1;1200;Mastercard;Kathryn;Pacific Beach               ;CA;United States;01/05/2009 11:50;02/01/2009 14:28;3.279.778;-11.723.944
1/28/09 20:59;Product1;1200;Visa;Michele ;Austin                      ;TX;United States;1/28/09 9:40;02/01/2009 15:00;3.026.694;-9.774.278
01/10/2009 21:36;Product1;1200;Visa;Craig;Seattle                     ;WA;United States;08/10/2008 16:47;02/01/2009 15:27;4.760.639;-12.233.083
1/25/09 19:59;Product1;1200;Visa;Kim;Seattle                     ;WA;United States;8/13/08 18:27;02/01/2009 16:04;4.760.639;-12.233.083
01/07/2009 08:03;Product1;1200;Amex;maria;Ottawa;Ontario;Canada;4/17/05 22:28;02/01/2009 18:52;454.166.667;#FIELD!
1/21/09 9:07;Product1;1200;Visa;Elaine;Vienna                      ;VA;United States;04/02/2008 09:59;02/01/2009 21:07;3.890.111;-7.726.556
1/23/09 14:43;Product1;1200;Visa;Madison;Torbay;Auckland;New Zealand;1/18/09 11:34;02/01/2009 21:31;#FIELD!;174.75
01/05/2009 13:07;Product1;1200;Visa;Amanda;Shenfield;England;United Kingdom;01/02/2009 14:27;02/01/2009 22:27;516.166.667;0.3166667
01/06/2009 03:39;Product1;1200;Visa;Krista;Bergen;Hordaland;Norway;9/20/05 1:58;02/02/2009 00:08;603.911.111;53.247.222
1/15/09 15:26;Product1;1200;Visa;Sarah;Bolton;England;United Kingdom;1/15/09 8:16;02/02/2009 00:53;535.833.333;-24.333.333
1/23/09 4:47;Product1;1200;Mastercard;Sarah;Sandymount;Dublin;Ireland;1/16/06 8:48;02/02/2009 02:12;53.335;-62.113.889
01/12/2009 10:05;Product2;3600;Amex;Pamela;Bellinzona;Ticino;Switzerland;09/03/2007 13:23;02/02/2009 05:16;46.2;90.166.667
1/30/09 5:13;Product1;1200;Visa;Christine;Antwerpen;Antwerpen;Belgium;01/03/2006 13:57;02/02/2009 05:45;512.166.667;44.166.667
1/14/09 10:32;Product3;7500;Mastercard;Diana;Campinas;Sao Paulo;Brazil;11/05/2008 07:03;02/02/2009 05:54;#FIELD!;-470.833.333
01/12/2009 08:13;Product1;1200;Amex;mary;Nacka;Stockholm;Sweden;03/08/2006 04:32;02/02/2009 06:01;59.3;181.666.667
1/27/09 8:11;Product1;1200;Visa;Helena;Fremont                     ;CA;United States;1/27/09 8:05;02/02/2009 06:08;3.754.833;-1.219.875
1/30/09 17:33;Product1;1200;Visa;nina;Warwick;Queensland;Australia;1/25/09 22:36;02/02/2009 06:13;-282.333.333;1.520.166.667
1/15/09 9:52;Product1;1200;Amex;Mark;Holmdel                     ;NJ;United States;1/15/09 8:36;02/02/2009 07:00;40.345;-7.418.444
1/13/09 11:54;Product1;1200;Visa;alice and rudolf;Baltimore                   ;MD;United States;01/08/2009 11:11;02/02/2009 08:01;392.725;-7.653.167
1/21/09 11:00;Product1;1200;Visa;Costanza;Saggart;Dublin;Ireland;1/19/09 10:11;02/02/2009 08:29;532.802.778;-64.444.444
1/16/09 11:49;Product1;1200;Mastercard;Yoko;Andover                     ;MA;United States;2/18/08 18:56;02/02/2009 08:53;4.265.833;-711.375
01/01/2009 09:35;Product1;1200;Mastercard;Barbara;La Crescenta                ;CA;United States;12/31/08 17:51;02/02/2009 10:27;3.422.417;-11.823.917
1/13/09 5:58;Product1;1200;Mastercard;Kit;Suwanee                     ;GA;United States;01/05/2009 21:12;02/02/2009 13:13;3.405.139;-8.407.139
01/06/2009 16:08;Product2;3600;Visa;cristina;Seattle                     ;WA;United States;3/14/05 16:39;02/02/2009 14:17;4.760.639;-12.233.083
01/05/2009 10:25;Product1;1200;Amex;linda;Arlington                   ;VA;United States;10/11/2008 03:50;02/02/2009 16:13;3.889.028;-7.708.444
01/04/2009 21:08;Product1;1200;Mastercard;Christyna;Calgary;Alberta;Canada;1/21/08 20:11;02/02/2009 18:50;510.833.333;-1.140.833.333
01/12/2009 20:43;Product1;1200;Visa;Alicja ;Kenmore                     ;WA;United States;01/12/2009 20:31;02/02/2009 20:26;477.575;-12.224.278
1/17/09 3:22;Product1;1200;Visa;Rachel;Fresno                      ;CA;United States;02/01/2008 12:45;02/02/2009 20:35;3.674.778;-11.977.139
1/18/09 11:17;Product1;1200;Amex;Rachel;Atascadero                  ;CA;United States;03/11/2008 13:35;02/02/2009 22:49;3.548.944;-12.066.972
1/27/09 9:01;Product1;1200;Visa;Jan;Barcelona;Catalonia;Spain;5/29/08 12:23;02/03/2009 00:59;413.833.333;21.833.333
01/08/2009 08:11;Product1;1200;Diners;Karin;High Wycombe;England;United Kingdom;01/08/2009 07:00;02/03/2009 01:54;516.333.333;#FIELD!
1/26/09 23:28;Product2;3600;Amex;ron ;Tsaritsyno;Moscow City;Russia;12/07/2006 08:26;02/03/2009 02:10;556.283.333;376.608.333
01/10/2009 21:35;Product1;1200;Mastercard;Sharon;Ajax;Ontario;Canada;08/07/2008 06:17;02/03/2009 03:42;43.85;-790.166.667
01/11/2009 06:01;Product1;1200;Mastercard;Anna;New York                    ;NY;United States;01/01/2009 10:24;02/03/2009 04:25;4.071.417;-7.400.639
1/19/09 14:53;Product1;1200;Mastercard;Laura;Fairfield                   ;IA;United States;12/12/2008 05:18;02/03/2009 05:40;4.100.861;-919.625
1/22/09 7:14;Product1;1200;Visa;Yana;North Bay;Ontario;Canada;10/11/2006 19:22;02/03/2009 06:36;46.3;#FIELD!
1/15/09 8:12;Product1;1200;Visa;Katherine;Marietta                    ;GA;United States;1/13/09 10:03;02/03/2009 07:44;339.525;#FIELD!
01/07/2009 06:33;Product1;1200;Diners;Therese;Clontarf;Dublin;Ireland;6/15/08 8:08;02/03/2009 07:51;533.591.667;-62.161.111
01/12/2009 08:05;Product1;1200;Amex;Francoise ;Danville                    ;PA;United States;01/12/2009 06:44;02/03/2009 08:01;4.096.333;-7.661.306
1/28/09 13:03;Product2;3600;Amex;Elizabeth;Okotoks;Alberta;Canada;09/10/2008 06:53;02/03/2009 09:13;507.166.667;-1.139.666.667
1/25/09 8:54;Product1;1200;Amex;Corinne;Anthem                      ;AZ;United States;3/26/06 17:32;02/03/2009 09:50;3.386.722;-11.214.611
01/05/2009 10:08;Product1;1200;Visa;Ec;Clonmel;Tipperary;Ireland;01/05/2009 07:47;02/03/2009 10:21;52.355;-77.038.889
01/05/2009 19:29;Product1;1200;Visa;Carmen;Arlington                   ;VA;United States;4/29/08 16:09;02/03/2009 10:23;3.889.028;-7.708.444
01/07/2009 19:06;Product2;3600;Amex;Brittany;Orlando                     ;FL;United States;08/10/2004 03:30;02/03/2009 11:32;2.853.806;-8.137.944
1/23/09 11:33;Product1;1200;Mastercard;Sandrine;Walnut Creek                ;CA;United States;1/22/09 23:31;02/03/2009 11:49;3.790.639;-12.206.389
01/03/2009 21:11;Product1;1200;Mastercard;asuncion ;Centennial                  ;CO;United States;12/03/2008 13:00;02/03/2009 11:50;3.957.917;-10.487.639
01/11/2009 17:28;Product1;1200;Visa;Sophie;Newtown                     ;CT;United States;01/11/2009 11:50;02/03/2009 12:21;4.141.389;-7.330.389
1/21/09 20:18;Product1;1200;Amex;Henrietta;Vancouver;British Columbia;Canada;07/06/2007 23:53;02/03/2009 12:22;49.25;-1.231.333.333
1/24/09 10:23;Product1;1200;Visa;DD;York;England;United Kingdom;8/19/08 12:58;02/03/2009 12:57;539.666.667;-10.833.333
01/07/2009 14:55;Product1;1200;Visa;Jennifer;Drogheda;Louth;Ireland;9/21/06 2:39;02/03/2009 13:36;537.188.889;-63.477.778
1/29/09 10:38;Product1;1200;Visa;samuel;Saddle Brook                ;NJ;United States;1/29/09 9:08;02/03/2009 14:39;4.089.889;-7.409.306
01/08/2009 14:04;Product1;1200;Amex;Angelina  Patrick;San Diego                   ;CA;United States;01/07/2009 17:01;02/03/2009 14:57;3.271.528;-11.715.639
1/31/09 21:50;Product1;1200;Visa;Sven;Issaquah                    ;WA;United States;1/31/09 21:01;02/03/2009 16:30;4.753.028;-12.203.139
01/01/2009 16:00;Product1;1200;Visa;Toni;Bolton;England;United Kingdom;10/07/2008 15:19;02/03/2009 16:45;535.833.333;-24.333.333
1/30/09 13:13;Product1;1200;Visa;Patrick;Lexington                   ;MA;United States;1/30/09 12:44;02/03/2009 17:14;4.244.722;-71.225
1/27/09 16:50;Product1;1200;Visa;jason;Altadena                    ;CA;United States;12/28/08 14:42;02/03/2009 18:09;3.418.972;-11.813.028
1/30/09 7:42;Product1;250;Visa;Tabatha;Altadena                    ;CA;United States;12/28/08 14:42;02/03/2009 18:09;3.418.972;-11.813.028
1/17/09 15:48;Product2;3600;Visa;Aline;Davis                       ;CA;United States;01/08/2005 14:03;02/03/2009 19:14;38.545;-12.173.944
01/12/2009 11:40;Product2;3600;Visa;Debra;Toronto;Ontario;Canada;12/30/08 6:59;02/03/2009 19:42;436.666.667;-794.166.667
1/30/09 20:27;Product1;1200;Mastercard;Natasha;Pasadena                    ;CA;United States;1/30/09 20:02;02/03/2009 23:39;3.414.778;-11.814.361
1/27/09 18:35;Product1;1200;Mastercard;Melinda;Buffalo Grove               ;IL;United States;1/27/09 18:28;02/03/2009 23:42;4.198.111;-89.595
1/16/09 12:47;Product1;1200;Visa;Luc1nda;London;England;United Kingdom;12/12/2004 15:18;02/04/2009 02:13;5.152.721;0.14559
01/02/2009 02:50;Product1;1200;Visa;Kim;Newcastle;Wicklow;Ireland;10/12/2005 06:56;02/04/2009 02:19;530.683.333;-60.658.333
1/21/09 5:39;Product1;1200;Amex;Britlyn ;Norwalk                     ;CT;United States;11/04/2008 09:51;02/04/2009 04:31;411.175;-7.340.833
1/28/09 1:28;Product1;1200;Diners;Adam;Besancon;Franche-Comte;France;1/26/09 2:28;02/04/2009 05:39;47.25;60.333.333
01/08/2009 13:33;Product1;1200;Visa;Mimi;Monte-Carlo; ;Monaco;9/23/06 13:19;02/04/2009 06:16;437.333.333;74.166.667
1/22/09 12:09;Product1;1200;Visa;Liann;Monaco; ;Monaco;1/22/09 11:32;02/04/2009 06:28;437.333.333;74.166.667
1/20/09 8:23;Product1;1200;Mastercard;Sarah;Floyds Knobs                ;IN;United States;10/12/2005 17:17;02/04/2009 08:16;3.832.444;-8.587.361
01/02/2009 07:47;Product1;1200;Diners;Naseer;London;England;United Kingdom;12/08/2008 06:45;02/04/2009 08:50;51.5;#FIELD!
01/11/2009 04:55;Product1;1200;Amex;Caroline;Marietta                    ;GA;United States;04/12/2006 18:20;02/04/2009 09:22;339.525;#FIELD!
1/23/09 7:47;Product1;1800;Amex;Karena;Marietta                    ;GA;United States;04/12/2006 18:20;02/04/2009 09:22;339.525;#FIELD!
1/21/09 23:19;Product1;1200;Amex;janet;Hon                         ;HI;United States;09/04/2008 16:51;02/04/2009 11:11;2.130.694;-15.785.833
01/11/2009 04:29;Product3;7500;Visa;Hans;Knoxville                   ;TN;United States;8/28/08 6:20;02/04/2009 12:17;3.596.056;-8.392.083
01/11/2009 04:39;Product1;1200;Visa;Sandra  Thierry  Zoe;Knoxville                   ;TN;United States;8/28/08 6:20;02/04/2009 12:17;3.596.056;-8.392.083
01/10/2009 08:13;Product1;1200;Mastercard;Eleanor;Edinburgh;Scotland;United Kingdom;7/31/08 22:34;02/04/2009 13:08;55.95;#FIELD!
1/22/09 12:55;Product1;1200;Visa;Anna;Paris;Ile-de-France;France;8/17/07 4:34;02/04/2009 13:12;488.666.667;23.333.333
1/17/09 15:00;Product1;1200;Visa;Cara ;Humble                      ;TX;United States;03/12/2007 14:55;02/04/2009 13:29;2.999.861;-9.526.194
01/04/2009 14:06;Product1;1200;Visa;carolien;Mashpee                     ;MA;United States;01/04/2009 12:21;02/04/2009 13:45;4.164.833;-7.048.167
1/30/09 17:09;Product1;1200;Mastercard;Ana;Hong Kong; ;Hong Kong;7/28/06 2:31;02/04/2009 16:26;222.833.333;114.15
1/20/09 5:01;Product1;1200;Visa;Patrick;Birmingham                  ;MI;United States;1/18/09 17:36;02/04/2009 16:45;4.254.667;-8.321.139
1/26/09 14:37;Product1;1200;Visa;Heidi;St Augustine                ;FL;United States;12/19/07 12:00;02/04/2009 16:55;2.989.444;-8.131.472
1/29/09 13:27;Product1;1200;Visa;Tom;Salt Lake City              ;UT;United States;1/28/09 14:47;02/04/2009 20:07;4.076.083;-11.189.028
01/12/2009 10:33;Product1;1200;Amex;Justine;Seattle                     ;WA;United States;01/07/2009 16:45;02/04/2009 20:57;4.760.639;-12.233.083
01/05/2009 08:28;Product1;1200;Visa;isabel;Ruti;Zurich;Switzerland;01/05/2009 05:08;02/04/2009 22:59;47.25;8.85
1/25/09 16:11;Product3;7500;Visa;scott;Rogers                      ;AR;United States;1/25/09 15:55;02/05/2009 00:20;3.633.194;-9.411.833
1/25/09 20:44;Product1;1200;Visa;Fatima;Rogers                      ;AR;United States;1/25/09 15:55;02/05/2009 00:20;3.633.194;-9.411.833
1/26/09 11:36;Product1;1200;Visa;Judy;Dun Laoghaire;Dublin;Ireland;1/26/09 7:28;02/05/2009 02:38;532.925;-61.286.111
1/27/09 2:32;Product1;1200;Visa;Glenn;Perth;Scotland;United Kingdom;6/27/06 9:12;02/05/2009 03:15;56.4;-34.333.333
1/18/09 13:36;Product1;1200;Amex;Family in;London;England;United Kingdom;4/23/05 9:46;02/05/2009 03:17;5.151.334;#FIELD!
01/07/2009 05:53;Product1;1200;Visa;Lauren;Gries;Rhineland-Palatinate;Germany;01/07/2009 02:49;02/05/2009 03:41;494.166.667;7.4
1/25/09 1:53;Product3;7500;Visa;Michael;Pietermaritzburg;KwaZulu-Natal;South Africa;1/24/09 12:52;02/05/2009 04:37;-296.166.667;303.833.333
1/18/09 11:42;Product1;1200;Visa;Jodi;Sutton Valence;England;United Kingdom;11/17/08 10:30;02/05/2009 06:21;51.2;0.5833333
1/13/09 1:46;Product1;1200;Mastercard;simone;Lyngby;Kobenhavn;Denmark;10/30/07 12:03;02/05/2009 08:52;557.666.667;125.166.667
01/02/2009 15:57;Product1;1200;Diners;Sonja;Alpine                      ;NJ;United States;01/02/2009 15:25;02/05/2009 10:18;4.095.583;-7.393.167
1/25/09 8:50;Product1;1200;Mastercard;Shane;Zurich;Zurich;Switzerland;1/24/09 12:23;02/05/2009 11:07;473.666.667;8.55
1/14/09 8:16;Product2;3600;Amex;Ruth;Saskatoon;Saskatchewan;Canada;08/09/2008 12:51;02/05/2009 11:24;521.333.333;-1.066.666.667
1/27/09 11:21;Product1;1200;Mastercard;Cleo;Pacific Palisades           ;CA;United States;1/27/09 10:38;02/05/2009 12:38;3.404.806;-11.852.556
01/08/2009 10:13;Product1;1200;Diners;Benoit;Fort Saint James;British Columbia;Canada;01/07/2009 16:01;02/05/2009 14:03;544.333.333;#FIELD!
01/05/2009 07:47;Product1;1200;Amex;Claire;Versoix;Geneve;Switzerland;4/18/07 12:55;02/05/2009 15:15;462.833.333;61.666.667
1/22/09 9:00;Product1;1200;Visa;Claire;Trumansburg                 ;NY;United States;07/06/2008 14:33;02/05/2009 16:33;4.254.222;-7.666.639
1/25/09 12:59;Product1;1200;Visa;Lindsey;Kennett Square              ;PA;United States;1/13/09 20:08;02/05/2009 18:40;3.984.667;-7.571.194
01/10/2009 19:28;Product2;3600;Visa;Nicola;San Jose                    ;CA;United States;08/05/2005 00:29;02/05/2009 21:10;3.733.944;-12.189.389
01/08/2009 19:29;Product2;3600;Mastercard;PATRICK;Ban Khlong Sip;Krung Thep;Thailand;01/08/2009 00:01;02/05/2009 21:22;139.166.667;1.008.166.667
01/08/2009 12:04;Product1;1200;Visa;jennifer;Morro Bay                   ;CA;United States;12/01/2003 19:13;02/05/2009 22:11;3.536.583;-12.084.889
01/04/2009 16:59;Product1;1200;Visa;Amy;Parramatta;New South Wales;Australia;01/03/2009 22:35;02/05/2009 22:44;-338.166.667;151
1/30/09 11:56;Product1;1200;Mastercard;Whitney;Dumbleton;England;United Kingdom;7/31/08 13:46;02/06/2009 00:04;520.166.667;-19.666.667
01/06/2009 05:10;Product1;1200;Visa;Astrid;Altlengbach;Lower Austria;Austria;6/24/08 0:49;02/06/2009 00:37;48.15;159.166.667
1/14/09 3:39;Product1;1200;Visa;jo;Ballincollig;Cork;Ireland;12/10/2008 07:41;02/06/2009 02:36;518.833.333;-85.833.333
1/14/09 3:47;Product1;1200;Visa;Michelle;Ballincollig;Cork;Ireland;12/10/2008 07:41;02/06/2009 02:36;518.833.333;-85.833.333
1/19/09 3:19;Product1;1200;Mastercard;TG;Zagore;Stara Zagora;Bulgaria;11/20/08 3:00;02/06/2009 04:19;42.35;256.666.667
01/07/2009 01:42;Product1;1200;Mastercard;Emily;Vecmilgravis;Riga;Latvia;01/04/2009 10:33;02/06/2009 04:20;570.333.333;24.1
01/07/2009 13:01;Product2;3600;Visa;Niki;Trelex;Vaud;Switzerland;08/05/2007 00:43;02/06/2009 05:02;464.166.667;6.2
1/27/09 2:35;Product1;1200;Visa;Sarah;Ornex;Rhone-Alpes;France;8/28/08 6:28;02/06/2009 05:09;462.833.333;6.1
01/03/2009 14:14;Product1;1200;Visa;sherry;Las Vegas                   ;NV;United States;01/03/2009 13:49;02/06/2009 05:29;36.175;-11.513.639
1/22/09 12:37;Product2;3600;Amex;Laura;San Anselmo                 ;CA;United States;1/22/09 10:17;02/06/2009 06:38;3.797.472;-12.256.056
1/29/09 6:49;Product1;1200;Mastercard;Carmela;Hannover;Lower Saxony;Germany;04/02/2008 02:39;02/06/2009 06:52;523.666.667;97.166.667
01/06/2009 09:45;Product1;1200;Diners;Matt;N Woodmere                  ;NY;United States;12/30/08 13:01;02/06/2009 07:33;4.066.417;-7.370.889
01/12/2009 11:16;Product1;1200;Visa;Karen;Madrid;Madrid;Spain;7/17/07 6:08;02/06/2009 10:42;40.4;-36.833.333
1/13/09 13:49;Product1;1200;Visa;Joanne;Castlebar;Mayo;Ireland;01/06/2008 14:03;02/06/2009 12:35;53.85;#FIELD!
01/12/2009 07:23;Product1;1200;Visa;Stephanie;Fairfax                     ;CA;United States;01/11/2009 14:42;02/06/2009 16:13;3.798.722;-12.258.778
1/30/09 4:48;Product1;1200;Visa;Hurst;Chandler                    ;AZ;United States;6/18/08 14:29;02/06/2009 17:21;3.330.611;-11.184.056
1/22/09 16:29;Product1;1200;Visa;Liza;Dammeron Valley             ;UT;United States;1/17/09 15:18;02/06/2009 18:14;371.306;-1.136.492
1/27/09 6:26;Product1;1200;Mastercard;Michele;Buffalo                     ;NY;United States;1/25/09 11:56;02/06/2009 18:24;4.288.639;-7.887.861
1/15/09 10:16;Product3;7500;Visa;Karin;Olive Branch                ;MS;United States;01/12/2009 17:41;02/06/2009 18:48;3.496.167;-8.982.944
1/19/09 18:54;Product1;1200;Amex;cath;Warwick                     ;NY;United States;1/19/09 11:34;02/06/2009 19:27;4.125.639;-7.436.028
01/02/2009 22:44;Product2;3600;Visa;eva;Gisborne;Victoria;Australia;12/03/2006 15:36;02/06/2009 20:03;-374.833.333;1.445.833.333
01/01/2009 18:32;Product1;1200;Amex;Andrea ;San Mateo                   ;CA;United States;12/31/08 17:09;02/06/2009 21:59;3.756.306;-12.232.444
1/14/09 1:28;Product1;1200;Mastercard;Sabine;Milton Keynes;England;United Kingdom;6/24/06 15:10;02/07/2009 00:26;520.333.333;#FIELD!
1/20/09 8:08;Product1;1200;Mastercard;Aideen and Jonathan;Kecskemet;Bacs-Kiskun;Hungary;1/19/09 5:49;02/07/2009 01:12;46.9;197.833.333
1/29/09 2:48;Product1;1200;Visa;George;Nakskov;Storstrom;Denmark;1/29/09 2:19;02/07/2009 02:09;548.333.333;11.15
1/24/09 18:02;Product1;1200;Visa;Helen;Aloma                       ;FL;United States;11/29/05 17:33;02/07/2009 06:03;2.860.056;-8.130.667
